2000年,釜石湾(10m)
9月1日,21.48
9月2日,21.43
9月3日,21.37
9月4日,21.64
9月5日, 
9月6日, 
9月7日, 
9月8日, 
9月9日, 
9月10日, 
9月11日, 
9月12日, 
9月13日, 
9月14日, 
9月15日, 
9月16日, 
9月17日,21.85
9月18日,21.90
9月19日,21.77
9月20日,21.44
9月21日,21.29
9月22日,21.40
9月23日,21.50
9月24日,21.44
9月25日,21.33
9月26日,21.01
9月27日,20.87
9月28日,20.65
9月29日,20.43
9月30日,20.29
