2013年,釜石湾(3m)
6月1日,10.43
6月2日,10.89
6月3日,11.18
6月4日,11.72
6月5日,12.50
6月6日,12.63
6月7日,12.42
6月8日,12.69
6月9日,13.34
6月10日,13.57
6月11日,13.86
6月12日,13.20
6月13日,12.81
6月14日,12.54
6月15日,12.48
6月16日,12.48
6月17日,13.08
6月18日,12.74
6月19日,12.52
6月20日,12.87
6月21日,13.42
6月22日,13.48
6月23日,13.97
6月24日,15.28
6月25日,15.74
6月26日,15.07
6月27日,15.83
6月28日,15.41
6月29日,14.98
6月30日,14.86
