2013年,釜石湾(3m)
5月1日,8.66
5月2日,8.44
5月3日,8.23
5月4日,8.09
5月5日,8.00
5月6日,8.12
5月7日,8.48
5月8日,8.68
5月9日,8.95
5月10日,9.39
5月11日,9.27
5月12日,9.31
5月13日,9.13
5月14日,9.36
5月15日,9.23
5月16日,9.48
5月17日,9.63
5月18日,10.03
5月19日,9.70
5月20日,9.73
5月21日,9.90
5月22日,9.33
5月23日,10.01
5月24日,9.81
5月25日,9.43
5月26日,9.90
5月27日,9.68
5月28日,9.60
5月29日,8.58
5月30日,8.87
5月31日,9.37
