2013年,釜石湾(3m)
8月1日,17.98
8月2日,18.45
8月3日,18.80
8月4日,18.71
8月5日,18.58
8月6日,18.53
8月7日,18.77
8月8日,18.81
8月9日,18.83
8月10日,19.08
8月11日,19.77
8月12日,19.95
8月13日,20.35
8月14日,20.96
8月15日,21.42
8月16日,20.87
8月17日,20.34
8月18日,19.72
8月19日,19.73
8月20日,20.10
8月21日,20.64
8月22日,21.24
8月23日,21.58
8月24日,22.16
8月25日,22.43
8月26日,22.69
8月27日,22.63
8月28日,22.71
8月29日,22.57
8月30日,21.92
8月31日,21.40
