2013年,釜石湾(3m)
7月1日,14.24
7月2日,13.27
7月3日,12.49
7月4日,12.45
7月5日,13.16
7月6日,12.68
7月7日,13.21
7月8日,14.49
7月9日,14.57
7月10日,14.67
7月11日,14.77
7月12日,15.10
7月13日,15.27
7月14日,15.62
7月15日,16.14
7月16日,16.54
7月17日,16.84
7月18日,17.08
7月19日,17.13
7月20日,17.22
7月21日,17.53
7月22日,17.46
7月23日,17.42
7月24日,17.56
7月25日,17.62
7月26日,17.46
7月27日,17.44
7月28日,17.48
7月29日,17.83
7月30日,17.73
7月31日,17.94
