2001年,釜石湾(10m)
2月1日,4.35
2月2日,4.63
2月3日,5.09
2月4日,5.17
2月5日,5.20
2月6日,5.33
2月7日,5.50
2月8日,5.61
2月9日,5.69
2月10日,5.82
2月11日,5.63
2月12日,5.58
2月13日,5.51
2月14日,5.38
2月15日,5.33
2月16日,5.32
2月17日,5.15
2月18日,4.95
2月19日,5.21
2月20日,5.13
2月21日,5.22
2月22日,5.34
2月23日,5.51
2月24日,5.46
2月25日,5.33
2月26日,5.27
2月27日,5.36
2月28日,5.42
