2001年,釜石湾(10m)
3月1日,5.40
3月2日,5.34
3月3日,5.28
3月4日,5.01
3月5日,4.85
3月6日,4.91
3月7日,4.76
3月8日,4.78
3月9日,4.36
3月10日,4.27
3月11日,3.65
3月12日,3.28
3月13日,3.25
3月14日,3.61
3月15日,3.68
3月16日,3.62
3月17日,3.75
3月18日,3.82
3月19日,4.07
3月20日,4.16
3月21日,4.35
3月22日,4.38
3月23日,4.33
3月24日,4.45
3月25日,4.37
3月26日,4.41
3月27日,4.82
3月28日,4.72
3月29日,4.67
3月30日,4.90
3月31日,5.32
