2007年,釜石湾(3m)
11月1日,17.56
11月2日,17.39
11月3日,16.96
11月4日,17.23
11月5日,17.20
11月6日,17.44
11月7日,17.17
11月8日,17.42
11月9日,16.69
11月10日,16.97
11月11日,17.31
11月12日,17.01
11月13日,16.24
11月14日,16.56
11月15日,16.54
11月16日,15.83
11月17日,16.20
11月18日,16.81
11月19日,15.60
11月20日,15.20
11月21日,14.90
11月22日,13.99
11月23日,13.21
11月24日,13.56
11月25日,13.87
11月26日,13.86
11月27日,13.68
11月28日,13.49
11月29日,13.19
11月30日,12.81
