2006年,釜石湾(3m)
12月1日,15.08
12月2日,15.15
12月3日,14.86
12月4日,14.88
12月5日,14.86
12月6日,14.58
12月7日,14.41
12月8日,13.74
12月9日,13.66
12月10日,13.82
12月11日,13.13
12月12日,13.18
12月13日,13.10
12月14日,13.02
12月15日,12.87
12月16日,12.94
12月17日,12.32
12月18日,11.69
12月19日,13.03
12月20日,12.10
12月21日,12.26
12月22日,12.45
12月23日,12.37
12月24日,11.65
12月25日,11.62
12月26日,11.22
12月27日,11.26
12月28日,11.54
12月29日,11.65
12月30日,11.85
12月31日,11.03
