2023年,釜石湾(3m)
5月1日,10.70
5月2日,11.47
5月3日,11.92
5月4日,11.50
5月5日,11.47
5月6日,11.80
5月7日,11.96
5月8日,11.28
5月9日,11.33
5月10日,11.59
5月11日,12.02
5月12日,12.10
5月13日,11.89
5月14日,11.57
5月15日,11.68
5月16日,11.72
5月17日,12.04
5月18日,12.16
5月19日,12.72
5月20日,12.38
5月21日,12.25
5月22日,12.12
5月23日,12.37
5月24日,12.48
5月25日,12.67
5月26日,12.67
5月27日,12.97
5月28日,12.83
5月29日,12.30
5月30日,12.18
5月31日,12.34
