2023年,釜石湾(3m)
10月1日,23.55
10月2日,23.47
10月3日,23.45
10月4日,23.31
10月5日,23.10
10月6日,22.19
10月7日,22.02
10月8日,21.82
10月9日,21.88
10月10日,21.77
10月11日,21.52
10月12日,21.71
10月13日,21.79
10月14日,21.81
10月15日,21.74
10月16日,21.66
10月17日,21.59
10月18日,21.38
10月19日,21.17
10月20日,21.06
10月21日,20.87
10月22日,20.65
10月23日,20.50
10月24日,20.50
10月25日,20.36
10月26日,20.02
10月27日,19.85
10月28日,19.77
10月29日,19.48
10月30日,19.19
10月31日,19.15
