2003年,釜石湾(3m)
6月1日,9.25
6月2日,10.05
6月3日,10.32
6月4日,9.87
6月5日,10.89
6月6日,11.26
6月7日,11.17
6月8日,11.60
6月9日,11.90
6月10日,11.78
6月11日,11.88
6月12日,12.05
6月13日,11.82
6月14日,12.44
6月15日,12.57
6月16日,12.83
6月17日,12.76
6月18日,12.89
6月19日,13.04
6月20日,13.06
6月21日,13.23
6月22日,12.76
6月23日,13.54
6月24日,13.79
6月25日,13.78
6月26日,13.77
6月27日,13.68
6月28日,13.82
6月29日,13.68
6月30日,14.29
