2003年,釜石湾(3m)
9月1日,18.35
9月2日,18.35
9月3日,18.34
9月4日,18.69
9月5日,18.96
9月6日,19.14
9月7日,19.48
9月8日,19.14
9月9日,19.09
9月10日,18.85
9月11日,18.72
9月12日,18.81
9月13日,18.74
9月14日,18.88
9月15日,18.61
9月16日,18.69
9月17日,18.51
9月18日,18.59
9月19日,18.99
9月20日,19.12
9月21日,18.93
9月22日,18.07
9月23日,18.36
9月24日,18.50
9月25日,18.55
9月26日,18.60
9月27日,18.61
9月28日,18.71
9月29日,18.78
9月30日,18.83
