2021年,釜石湾(3m)
6月1日,13.14
6月2日,13.04
6月3日,13.45
6月4日,13.70
6月5日,13.75
6月6日,13.77
6月7日,13.31
6月8日,12.76
6月9日,13.12
6月10日,14.36
6月11日,14.98
6月12日,15.38
6月13日,14.64
6月14日,14.20
6月15日,14.71
6月16日,14.61
6月17日,14.66
6月18日,15.36
6月19日,15.22
6月20日,15.58
6月21日,16.23
6月22日,16.10
6月23日,16.22
6月24日,16.15
6月25日,16.48
6月26日,16.80
6月27日,16.67
6月28日,16.93
6月29日,17.07
6月30日,17.26
