2010年,釜石湾(3m)
6月1日,10.39
6月2日,10.35
6月3日,10.53
6月4日,10.44
6月5日,10.67
6月6日,11.01
6月7日,10.95
6月8日,10.96
6月9日,10.80
6月10日,11.46
6月11日,11.24
6月12日,11.81
6月13日,11.71
6月14日,11.63
6月15日,11.34
6月16日,10.97
6月17日,11.52
6月18日,11.99
6月19日,12.18
6月20日,12.43
6月21日,12.75
6月22日,13.04
6月23日,12.75
6月24日,13.07
6月25日,13.02
6月26日,13.45
6月27日,13.42
6月28日,13.48
6月29日,14.21
6月30日,14.70
