2010年,釜石湾(3m)
12月1日,14.15
12月2日,14.17
12月3日,14.60
12月4日,14.57
12月5日,14.54
12月6日,14.83
12月7日,14.70
12月8日,14.47
12月9日,14.09
12月10日,14.11
12月11日,14.11
12月12日,13.86
12月13日,13.35
12月14日,13.42
12月15日,12.99
12月16日,13.20
12月17日,12.71
12月18日,12.52
12月19日,12.51
12月20日,12.45
12月21日,12.26
12月22日,11.74
12月23日,11.16
12月24日,11.86
12月25日,12.34
12月26日,12.48
12月27日,12.33
12月28日,12.24
12月29日,11.90
12月30日,12.03
12月31日,11.14
