2019年,釜石湾(3m)
8月1日,18.25
8月2日,18.57
8月3日,19.94
8月4日,21.22
8月5日,20.93
8月6日,22.00
8月7日,22.67
8月8日,22.07
8月9日,22.81
8月10日,22.84
8月11日,22.40
8月12日,22.20
8月13日,22.55
8月14日,21.89
8月15日,22.02
8月16日,21.90
8月17日,21.38
8月18日,20.80
8月19日,20.73
8月20日,20.41
8月21日,20.18
8月22日,20.23
8月23日,20.35
8月24日,20.58
8月25日,20.91
8月26日,20.88
8月27日,20.78
8月28日,21.00
8月29日,20.32
8月30日,20.17
8月31日,20.28
