2019年,釜石湾(3m)
6月1日,12.41
6月2日,12.58
6月3日,13.17
6月4日,13.54
6月5日,13.47
6月6日,13.49
6月7日,13.11
6月8日,13.41
6月9日,13.78
6月10日,14.27
6月11日,14.26
6月12日,14.21
6月13日,14.43
6月14日,14.23
6月15日,14.37
6月16日,14.37
6月17日,13.76
6月18日,14.04
6月19日,13.94
6月20日,13.85
6月21日,14.23
6月22日,14.26
6月23日,14.36
6月24日,14.92
6月25日,15.02
6月26日,14.98
6月27日,14.75
6月28日,14.59
6月29日,14.91
6月30日,14.65
