2019年,釜石湾(3m)
9月1日,20.50
9月2日,20.40
9月3日,20.43
9月4日,20.61
9月5日,20.70
9月6日,20.84
9月7日,21.03
9月8日,21.31
9月9日,21.33
9月10日,21.04
9月11日,21.02
9月12日,21.14
9月13日,21.50
9月14日,21.55
9月15日,21.71
9月16日,21.78
9月17日,21.92
9月18日,21.64
9月19日,21.74
9月20日,21.69
9月21日,21.63
9月22日,21.60
9月23日,21.52
9月24日,21.41
9月25日,21.36
9月26日,21.50
9月27日,21.48
9月28日,21.43
9月29日,21.16
9月30日,20.95
