2014年,釜石湾(3m)
2月1日,8.03
2月2日,8.08
2月3日,8.06
2月4日,8.05
2月5日,8.01
2月6日,7.88
2月7日,7.93
2月8日,7.63
2月9日,6.70
2月10日,7.10
2月11日,7.24
2月12日,7.20
2月13日,7.17
2月14日,7.22
2月15日,6.88
2月16日,6.54
2月17日,6.84
2月18日,6.95
2月19日,7.14
2月20日,7.20
2月21日,7.27
2月22日,7.37
2月23日,7.36
2月24日,7.39
2月25日,7.17
2月26日,7.30
2月27日,7.26
2月28日,7.16
