2014年,釜石湾(3m)
11月1日,17.36
11月2日,17.31
11月3日,16.73
11月4日,16.24
11月5日,16.07
11月6日,16.03
11月7日,15.94
11月8日,15.84
11月9日,15.79
11月10日,15.76
11月11日,15.75
11月12日,15.73
11月13日,15.70
11月14日,15.63
11月15日,15.55
11月16日,15.53
11月17日,15.43
11月18日,15.33
11月19日,15.07
11月20日,14.79
11月21日,14.71
11月22日,14.66
11月23日,14.52
11月24日,14.51
11月25日,14.21
11月26日,14.08
11月27日,14.09
11月28日,14.22
11月29日,14.18
11月30日,14.07
