2017年,釜石湾(3m)
6月1日,12.07
6月2日,11.86
6月3日,11.77
6月4日,11.91
6月5日,12.13
6月6日,12.13
6月7日,12.26
6月8日,12.01
6月9日,12.17
6月10日,11.98
6月11日,11.30
6月12日,11.55
6月13日,11.83
6月14日,12.75
6月15日,13.25
6月16日,13.28
6月17日,13.68
6月18日,13.78
6月19日,14.64
6月20日,14.41
6月21日,14.16
6月22日,13.92
6月23日,14.61
6月24日,15.00
6月25日,15.35
6月26日,15.38
6月27日,15.20
6月28日,15.34
6月29日,16.34
6月30日,16.04
