2017年,釜石湾(3m)
4月1日,8.24
4月2日,8.36
4月3日,8.40
4月4日,8.62
4月5日,8.79
4月6日,8.90
4月7日,8.98
4月8日,9.14
4月9日,9.14
4月10日,9.15
4月11日,8.87
4月12日,8.85
4月13日,8.67
4月14日,8.39
4月15日,8.66
4月16日,8.54
4月17日,9.02
4月18日,8.95
4月19日,8.64
4月20日,8.58
4月21日,8.77
4月22日,8.97
4月23日,9.40
4月24日,9.37
4月25日,9.51
4月26日,9.65
4月27日,9.22
4月28日,9.04
4月29日,9.19
4月30日,9.33
