2017年,釜石湾(3m)
8月1日,20.50
8月2日,20.74
8月3日,20.60
8月4日,20.28
8月5日,20.24
8月6日,20.32
8月7日,19.85
8月8日,19.62
8月9日,19.26
8月10日,18.98
8月11日,18.96
8月12日,18.87
8月13日,18.81
8月14日,18.76
8月15日,18.65
8月16日,18.59
8月17日,18.54
8月18日,18.49
8月19日,18.52
8月20日,18.50
8月21日,18.57
8月22日,18.52
8月23日,18.27
8月24日,18.12
8月25日,18.18
8月26日,18.34
8月27日,18.63
8月28日,18.62
8月29日,18.52
8月30日,18.29
8月31日,18.34
