2016年,釜石湾(3m)
4月1日,9.57
4月2日,9.51
4月3日,9.34
4月4日,9.58
4月5日,9.52
4月6日,9.85
4月7日,9.59
4月8日,9.61
4月9日,9.46
4月10日,9.50
4月11日,9.63
4月12日,9.65
4月13日,9.56
4月14日,9.67
4月15日,9.37
4月16日,9.36
4月17日,9.28
4月18日,9.10
4月19日,9.53
4月20日,9.59
4月21日,9.51
4月22日,9.68
4月23日,9.88
4月24日,10.23
4月25日,10.42
4月26日,10.51
4月27日,10.69
4月28日,10.50
4月29日,10.54
4月30日,10.50
