漁業種類,隻数,魚種（銘柄）,規格,本数,水揚量(kg),高値(円/kg),平均値(円/kg),安値(円/kg),
定置網,12,アキサケ（オス）,,"4,869","14,669",514,89,20,
,12,アキサケ（メス）,,"5,270","16,721",920,675,529,
,9,サバ類,,0,"2,378",700,53,20,
,,マイワシ,,,,,,,
,,カタクチイワシ,,,,,,,
,1,マアジ,,0,13,70,70,70,
,5,クロマグロ,,0,300,"2,404","2,191","1,000",
,,サンマ,,,,,,,
,7,ブリ,,0,"10,222",800,94,67,
,11,スルメイカ,,0,"26,234",140,122,80,
,4,ヤリイカ,,0,11,500,389,200,
磯建網,,アキサケ（オス）,,,,,,,
,,アキサケ（メス）,,,,,,,
さけ・ます延縄,,アキサケ（オス）,,,,,,,
,1,アキサケ（メス）,,4,13,500,451,350,
突き棒,,マカジキ,,,,,,,
,,メカジキ,,,,,,,
さんま棒受網,,サンマ,,,,,,,
いか釣,15,スルメイカ,,"1,538","8,377",300,197,80,
,1,アカイカ,,0,21,130,130,130,
,5,ヤリイカ,,16,93,"1,555",995,372,
船凍いか,,アカイカ,,,,,,,
底刺網,2,ヒラメ,,0,4,550,494,410,
,1,マコガレイ・マガレイ,,0,3,950,950,950,
,10,ババガレイ（ナメタガレイ）,,0,25,"2,000","1,365",770,
,,マダラ,,,,,,,
,,スケトウダラ,,,,,,,
,5,アイナメ,,0,16,681,378,280,
,1,アンコウ類,,0,10,"1,079",756,398,
,,ケガニ,,,,,,,
,,タコ類,,,,,,,
,,アナゴ類,,,,,,,
小延縄（新）,,マコガレイ・マガレイ,,,,,,,
,,ババガレイ（ナメタガレイ）,,,,,,,
,,マダラ,,,,,,,
,,スケトウダラ,,,,,,,
,,エゾイソアイナメ（ドンコ）,,,,,,,
,9,アイナメ,,0,34,995,750,300,
かご,74,タコ類,,0,"3,799",745,575,149,
,,アナゴ類,,,,,,,
たら延縄,2,マダラ,,30,180,"1,033",652,200,
,,スケトウダラ,,,,,,,
,,エゾイソアイナメ（ドンコ）,,,,,,,
沖合底びき網,,マダラ,,,,,,,
小型機船底びき網,,スケトウダラ,,,,,,,
,,スルメイカ,,,,,,,
,,ヤリイカ,,,,,,,
,,タコ類,,,,,,,
,,ババガレイ（ナメタガレイ）,,,,,,,
,,キチジ,,,,,,,
その他,,ヒラメ,,,,,,,
,,マコガレイ・マガレイ,,,,,,,
,,アイナメ,,,,,,,
,1,タコ類,,0,22,"1,600","1,288",800,
,,アナゴ類,,,,,,,
