2015年,釜石湾(3m)
3月1日,4.80
3月2日,4.83
3月3日,4.91
3月4日,4.73
3月5日,4.51
3月6日,4.75
3月7日,4.84
3月8日,4.89
3月9日,4.87
3月10日,4.73
3月11日,4.34
3月12日,4.40
3月13日,4.64
3月14日,4.98
3月15日,5.02
3月16日,5.31
3月17日,5.30
3月18日,5.36
3月19日,5.39
3月20日,5.44
3月21日,5.42
3月22日,5.36
3月23日,5.05
3月24日,4.88
3月25日,5.03
3月26日,5.06
3月27日,5.13
3月28日,5.08
3月29日,5.25
3月30日,5.48
3月31日,5.73
