2002年,釜石湾(10m)
9月1日,19.17
9月2日,18.62
9月3日,17.84
9月4日,18.07
9月5日,19.02
9月6日,19.34
9月7日,19.48
9月8日,19.79
9月9日,20.03
9月10日,20.11
9月11日,20.08
9月12日,19.83
9月13日,20.06
9月14日,20.70
9月15日,21.16
9月16日,21.27
9月17日,21.25
9月18日,21.11
9月19日,20.70
9月20日,19.87
9月21日,18.86
9月22日,18.99
9月23日,19.41
9月24日,19.60
9月25日,19.58
9月26日,19.55
9月27日,19.48
9月28日,19.38
9月29日,19.18
9月30日,19.07
