2020年,釜石湾(3m)
4月1日,8.66
4月2日,8.98
4月3日,8.62
4月4日,8.93
4月5日,8.97
4月6日,8.56
4月7日,8.60
4月8日,8.90
4月9日,9.17
4月10日,9.03
4月11日,9.25
4月12日,9.52
4月13日,9.36
4月14日,9.18
4月15日,9.08
4月16日,9.24
4月17日,9.38
4月18日,9.43
4月19日,8.98
4月20日,8.99
4月21日,9.21
4月22日,9.22
4月23日,9.27
4月24日,9.39
4月25日,9.52
4月26日,9.53
4月27日,9.77
4月28日,9.68
4月29日,9.76
4月30日,9.86
