2020年,釜石湾(3m)
9月1日,22.60
9月2日,22.47
9月3日,22.46
9月4日,22.43
9月5日,21.96
9月6日,21.54
9月7日,21.37
9月8日,21.12
9月9日,21.05
9月10日,21.10
9月11日,21.21
9月12日,22.05
9月13日,21.41
9月14日,20.97
9月15日,20.71
9月16日,20.91
9月17日,21.20
9月18日,21.24
9月19日,21.14
9月20日,21.06
9月21日,21.03
9月22日,21.11
9月23日,20.80
9月24日,20.02
9月25日,19.15
9月26日,19.52
9月27日,19.66
9月28日,19.90
9月29日,20.51
9月30日,20.79
